Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Charlie,2013-03-04 6:55:49,0:01:19,,Star Trek: Deep Space Nine: Season 5: The Ascent (Episode 9),,Mac,0:01:18,Not latest view,US (United States)
Charlie,2013-03-04 5:55:29,0:44:50,,Star Trek: Deep Space Nine: Season 5: Things Past (Episode 8),,Mac,0:44:52,0:44:52,US (United States)
Charlie,2013-03-04 5:16:30,0:37:02,,Star Trek: Deep Space Nine: Season 5: Let He Who Is Without Sin.. (Episode 7),,Mac,0:44:27,0:44:27,US (United States)
Charlie,2013-03-04 0:31:51,0:07:27,,Star Trek: Deep Space Nine: Season 5: Let He Who Is Without Sin.. (Episode 7),,Microsoft Xbox 360,0:07:25,Not latest view,US (United States)
Charlie,2013-03-03 23:56:14,0:35:32,,Star Trek: Deep Space Nine: Season 5: Trials and Tribble-ations (Episode 6),,Microsoft Xbox 360,0:44:36,0:44:36,US (United States)
Charlie,2013-03-03 22:52:58,0:09:08,,Star Trek: Deep Space Nine: Season 5: Trials and Tribble-ations (Episode 6),,Mac,0:09:08,Not latest view,US (United States)
Charlie,2013-03-03 22:08:05,0:44:45,,Star Trek: Deep Space Nine: Season 5: The Assignment (Episode 5),,Mac,0:44:47,0:44:47,US (United States)
Charlie,2013-03-03 22:07:45,0:00:16,,Star Trek: Deep Space Nine: Season 5: ...Nor the Battle to the Strong (Episode 4),,Mac,0:00:16,0:00:16,US (United States)
Charlie,2013-03-03 6:26:06,0:44:15,,Star Trek: Deep Space Nine: Season 5: ...Nor the Battle to the Strong (Episode 4),,Mac,0:44:18,Not latest view,US (United States)
Charlie,2013-03-03 5:41:10,0:44:51,,Star Trek: Deep Space Nine: Season 5: Looking for Par'Mach in All the Wrong Places (Episode 3),,Mac,0:44:51,0:44:51,US (United States)
Charlie,2013-03-03 5:07:50,0:33:07,,Star Trek: Deep Space Nine: Season 5: The Ship (Episode 2),,Mac,0:44:36,0:44:36,US (United States)
Charlie,2013-03-03 1:28:37,0:11:30,,Star Trek: Deep Space Nine: Season 5: The Ship (Episode 2),,Mac,0:11:29,Not latest view,US (United States)
Charlie,2013-03-03 0:44:30,0:43:56,,Star Trek: Deep Space Nine: Season 5: Apocalypse Rising (Episode 1),,Mac,0:44:45,0:44:45,US (United States)
Charlie,2013-03-02 23:54:28,0:44:19,,Star Trek: Deep Space Nine: Season 4: Broken Link (Episode 25),,Mac,0:44:19,0:44:19,US (United States)
Charlie,2013-03-02 23:33:55,0:17:17,,Star Trek: Deep Space Nine: Season 4: Body Parts (Episode 24),,Mac,0:44:29,0:44:29,US (United States)
Charlie,2013-03-02 0:45:12,0:05:18,,Star Trek: Deep Space Nine: Season 4: Body Parts (Episode 24),,Mac,0:27:16,Not latest view,US (United States)
Charlie,2013-03-01 23:46:16,0:58:12,,Louis C.K.: Live at the Beacon Theater,,Mac,1:01:37,Not latest view,US (United States)
Charlie,2013-03-01 23:21:19,0:21:59,,Star Trek: Deep Space Nine: Season 4: Body Parts (Episode 24),,Mac,0:22:01,Not latest view,US (United States)
Charlie,2013-03-01 22:36:48,0:44:26,,Star Trek: Deep Space Nine: Season 4: The Quickening (Episode 23),,Mac,0:44:28,0:44:28,US (United States)
Charlie,2013-03-01 20:47:09,0:43:48,,Star Trek: Deep Space Nine: Season 4: To the Death (Episode 22),,Mac,0:43:48,0:43:48,US (United States)
